,Year,Week,Resort,Visitors
1003,2014,14,Thredbo,25734
1004,2014,15,Thredbo,13890
1005,2015,1,Thredbo,12039
1006,2015,2,Thredbo,5540
1007,2015,3,Thredbo,7069
1008,2015,4,Thredbo,17634
1009,2015,5,Thredbo,35918
1010,2015,6,Thredbo,43234
1011,2015,7,Thredbo,40967
1012,2015,8,Thredbo,36200
1013,2015,9,Thredbo,43268
1014,2015,10,Thredbo,48525
1015,2015,11,Thredbo,51900
1016,2015,12,Thredbo,46015
1017,2015,13,Thredbo,39850
1018,2015,14,Thredbo,33284
1019,2015,15,Thredbo,20568
1020,2016,1,Thredbo,7167
1021,2016,2,Thredbo,4083
1022,2016,3,Thredbo,15501
1023,2016,4,Thredbo,36917
1024,2016,5,Thredbo,48170
1025,2016,6,Thredbo,45940
1026,2016,7,Thredbo,37172
1027,2016,8,Thredbo,41911
1028,2016,9,Thredbo,47536
1029,2016,10,Thredbo,47996
1030,2016,11,Thredbo,43729
1031,2016,12,Thredbo,41768
1032,2016,13,Thredbo,28580
1033,2016,14,Thredbo,18938
1034,2016,15,Thredbo,13868
1035,2017,1,Thredbo,14174
1036,2017,2,Thredbo,6636
1037,2017,3,Thredbo,11543
1038,2017,4,Thredbo,26374
1039,2017,5,Thredbo,49289
1040,2017,6,Thredbo,58279
1041,2017,7,Thredbo,42457
1042,2017,8,Thredbo,40744
1043,2017,9,Thredbo,45216
1044,2017,10,Thredbo,55420
1045,2017,11,Thredbo,53536
1046,2017,12,Thredbo,49658
1047,2017,13,Thredbo,39634
1048,2017,14,Thredbo,37173
1049,2017,15,Thredbo,26630
1050,2018,1,Thredbo,11210
1051,2018,2,Thredbo,8547
1052,2018,3,Thredbo,17226
1053,2018,4,Thredbo,28601
1054,2018,5,Thredbo,54351
1055,2018,6,Thredbo,70634
1056,2018,7,Thredbo,46287
1057,2018,8,Thredbo,41879
1058,2018,9,Thredbo,49315
1059,2018,10,Thredbo,52085
1060,2018,11,Thredbo,53194
1061,2018,12,Thredbo,53232
1062,2018,13,Thredbo,41257
1063,2018,14,Thredbo,34676
1064,2018,15,Thredbo,23050
1065,2019,1,Thredbo,18741
1066,2019,2,Thredbo,9845
1067,2019,3,Thredbo,13374
1068,2019,4,Thredbo,25851
1069,2019,5,Thredbo,48275
1070,2019,6,Thredbo,55168
1071,2019,7,Thredbo,45493
1072,2019,8,Thredbo,45050
1073,2019,9,Thredbo,46665
1074,2019,10,Thredbo,45330
1075,2019,11,Thredbo,59101
1076,2019,12,Thredbo,53915
1077,2019,13,Thredbo,45841
1078,2019,14,Thredbo,37957
1079,2019,15,Thredbo,28383
1080,2020,1,Thredbo,2281
1081,2020,2,Thredbo,1666
1082,2020,3,Thredbo,1787
1083,2020,4,Thredbo,5251
1084,2020,5,Thredbo,6327
1085,2020,6,Thredbo,10795
1086,2020,7,Thredbo,5849
1087,2020,8,Thredbo,3997
1088,2020,9,Thredbo,4059
1089,2020,10,Thredbo,2366
1090,2020,11,Thredbo,0
1091,2020,12,Thredbo,0
1092,2020,13,Thredbo,0
1093,2020,14,Thredbo,0
1094,2020,15,Thredbo,0
1095,2021,1,Thredbo,4556
1096,2021,2,Thredbo,8255
1097,2021,3,Thredbo,18301
1098,2021,4,Thredbo,32789
1099,2021,5,Thredbo,42107
1100,2021,6,Thredbo,17062
1101,2021,7,Thredbo,6387
1102,2021,8,Thredbo,22563
1103,2021,9,Thredbo,19180
1104,2021,10,Thredbo,14564
1105,2021,11,Thredbo,14342
1106,2021,12,Thredbo,5792
1107,2021,13,Thredbo,4411
1108,2021,14,Thredbo,3909
1109,2021,15,Thredbo,6774
1110,2022,1,Thredbo,28482
1111,2022,2,Thredbo,28805
1112,2022,3,Thredbo,32323
1113,2022,4,Thredbo,51793
1114,2022,5,Thredbo,58950
1115,2022,6,Thredbo,50846
1116,2022,7,Thredbo,50463
1117,2022,8,Thredbo,48895
1118,2022,9,Thredbo,46293
1119,2022,10,Thredbo,49363
1120,2022,11,Thredbo,49801
1121,2022,12,Thredbo,49543
1122,2022,13,Thredbo,37838
1123,2022,14,Thredbo,28277
1124,2022,15,Thredbo,24771
1125,2023,1,Thredbo,8545
1126,2023,2,Thredbo,10240
1127,2023,3,Thredbo,21673
1128,2023,4,Thredbo,44587
1129,2023,5,Thredbo,49756
1130,2023,6,Thredbo,48555
1131,2023,7,Thredbo,44316
1132,2023,8,Thredbo,42124
1133,2023,9,Thredbo,39758
1134,2023,10,Thredbo,40626
1135,2023,11,Thredbo,40364
1136,2023,12,Thredbo,34371
1137,2023,13,Thredbo,23161
1138,2023,14,Thredbo,14628
1139,2023,15,Thredbo,9901
1140,2024,1,Thredbo,5493
1141,2024,2,Thredbo,6847
1142,2024,3,Thredbo,9071
1143,2024,4,Thredbo,20186
1144,2024,5,Thredbo,45827
1145,2024,6,Thredbo,48866
1146,2024,7,Thredbo,46149
1147,2024,8,Thredbo,43752
1148,2024,9,Thredbo,46790
1149,2024,10,Thredbo,41927
1150,2024,11,Thredbo,37608
1151,2024,12,Thredbo,33208
1152,2024,13,Thredbo,18120
1153,2024,14,Thredbo,6270
1154,2024,15,Thredbo,4103
1155,2014,1,Perisher,7370
1156,2014,2,Perisher,2751
1157,2014,3,Perisher,4255
1158,2014,4,Perisher,20265
1159,2014,5,Perisher,61339
1160,2014,6,Perisher,76855
1161,2014,7,Perisher,57593
1162,2014,8,Perisher,52426
1163,2014,9,Perisher,62654
1164,2014,10,Perisher,64928
1165,2014,11,Perisher,64834
1166,2014,12,Perisher,59121
1167,2014,13,Perisher,50737
1168,2014,14,Perisher,33833
1169,2014,15,Perisher,18381
1170,2015,1,Perisher,15906
1171,2015,2,Perisher,7363
1172,2015,3,Perisher,9360
1173,2015,4,Perisher,23296
1174,2015,5,Perisher,47607
1175,2015,6,Perisher,57282
1176,2015,7,Perisher,54202
1177,2015,8,Perisher,48170
1178,2015,9,Perisher,57548
1179,2015,10,Perisher,64346
1180,2015,11,Perisher,68527
1181,2015,12,Perisher,60788
1182,2015,13,Perisher,52337
1183,2015,14,Perisher,43826
1184,2015,15,Perisher,27009
1185,2016,1,Perisher,9419
1186,2016,2,Perisher,5380
1187,2016,3,Perisher,20567
1188,2016,4,Perisher,49193
1189,2016,5,Perisher,64386
1190,2016,6,Perisher,61295
1191,2016,7,Perisher,48984
1192,2016,8,Perisher,55233
1193,2016,9,Perisher,63067
1194,2016,10,Perisher,62748
1195,2016,11,Perisher,57827
1196,2016,12,Perisher,54481
1197,2016,13,Perisher,37561
1198,2016,14,Perisher,24737
1199,2016,15,Perisher,18080
1200,2017,1,Perisher,18739
1201,2017,2,Perisher,8792
1202,2017,3,Perisher,15236
1203,2017,4,Perisher,34802
1204,2017,5,Perisher,64376
1205,2017,6,Perisher,76620
1206,2017,7,Perisher,56369
1207,2017,8,Perisher,53570
1208,2017,9,Perisher,60063
1209,2017,10,Perisher,72515
1210,2017,11,Perisher,70718
1211,2017,12,Perisher,65364
1212,2017,13,Perisher,52565
1213,2017,14,Perisher,48963
1214,2017,15,Perisher,34698
1215,2018,1,Perisher,14866
1216,2018,2,Perisher,11276
1217,2018,3,Perisher,22795
1218,2018,4,Perisher,37741
1219,2018,5,Perisher,71310
1220,2018,6,Perisher,93226
1221,2018,7,Perisher,61632
1222,2018,8,Perisher,55592
1223,2018,9,Perisher,65256
1224,2018,10,Perisher,69540
1225,2018,11,Perisher,70211
1226,2018,12,Perisher,70681
1227,2018,13,Perisher,54342
1228,2018,14,Perisher,46265
1229,2018,15,Perisher,30146
1230,2019,1,Perisher,24730
1231,2019,2,Perisher,12913
1232,2019,3,Perisher,17700
1233,2019,4,Perisher,34236
1234,2019,5,Perisher,64459
1235,2019,6,Perisher,72800
1236,2019,7,Perisher,60123
1237,2019,8,Perisher,58944
1238,2019,9,Perisher,61440
1239,2019,10,Perisher,60344
1240,2019,11,Perisher,77783
1241,2019,12,Perisher,71288
1242,2019,13,Perisher,59693
1243,2019,14,Perisher,49945
1244,2019,15,Perisher,37747
1245,2020,1,Perisher,2987
1246,2020,2,Perisher,2205
1247,2020,3,Perisher,2373
1248,2020,4,Perisher,6968
1249,2020,5,Perisher,8403
1250,2020,6,Perisher,14350
1251,2020,7,Perisher,7748
1252,2020,8,Perisher,5264
1253,2020,9,Perisher,5356
1254,2020,10,Perisher,3128
1255,2020,11,Perisher,0
1256,2020,12,Perisher,0
1257,2020,13,Perisher,0
1258,2020,14,Perisher,0
1259,2020,15,Perisher,0
1260,2021,1,Perisher,6003
1261,2021,2,Perisher,10901
1262,2021,3,Perisher,24338
1263,2021,4,Perisher,43413
1264,2021,5,Perisher,55654
1265,2021,6,Perisher,22523
1266,2021,7,Perisher,8333
1267,2021,8,Perisher,29825
1268,2021,9,Perisher,25409
1269,2021,10,Perisher,19460
1270,2021,11,Perisher,18796
1271,2021,12,Perisher,7640
1272,2021,13,Perisher,5871
1273,2021,14,Perisher,5192
1274,2021,15,Perisher,8958
1275,2022,1,Perisher,37439
1276,2022,2,Perisher,38068
1277,2022,3,Perisher,42997
1278,2022,4,Perisher,68311
1279,2022,5,Perisher,77499
1280,2022,6,Perisher,66744
1281,2022,7,Perisher,66904
1282,2022,8,Perisher,64587
1283,2022,9,Perisher,60980
1284,2022,10,Perisher,65991
1285,2022,11,Perisher,65880
1286,2022,12,Perisher,65716
1287,2022,13,Perisher,49749
1288,2022,14,Perisher,37395
1289,2022,15,Perisher,32777
1290,2023,1,Perisher,11226
1291,2023,2,Perisher,13577
1292,2023,3,Perisher,28654
1293,2023,4,Perisher,59114
1294,2023,5,Perisher,66365
1295,2023,6,Perisher,63478
1296,2023,7,Perisher,58267
1297,2023,8,Perisher,55647
1298,2023,9,Perisher,52481
1299,2023,10,Perisher,54314
1300,2023,11,Perisher,53176
1301,2023,12,Perisher,45383
1302,2023,13,Perisher,30430
1303,2023,14,Perisher,19256
1304,2023,15,Perisher,13110
1305,2024,1,Perisher,7198
1306,2024,2,Perisher,9075
1307,2024,3,Perisher,12013
1308,2024,4,Perisher,26583
1309,2024,5,Perisher,60244
1310,2024,6,Perisher,64682
1311,2024,7,Perisher,60369
1312,2024,8,Perisher,57846
1313,2024,9,Perisher,62142
1314,2024,10,Perisher,55118
1315,2024,11,Perisher,49136
1316,2024,12,Perisher,43382
1317,2024,13,Perisher,23908
1318,2024,14,Perisher,8244
1319,2024,15,Perisher,5336
1320,2014,1,Charlotte Pass,408
1321,2014,2,Charlotte Pass,151
1322,2014,3,Charlotte Pass,230
1323,2014,4,Charlotte Pass,1134
1324,2014,5,Charlotte Pass,3403
1325,2014,6,Charlotte Pass,4305
1326,2014,7,Charlotte Pass,3236
1327,2014,8,Charlotte Pass,2901
1328,2014,9,Charlotte Pass,3391
1329,2014,10,Charlotte Pass,3549
1330,2014,11,Charlotte Pass,3608
1331,2014,12,Charlotte Pass,3258
1332,2014,13,Charlotte Pass,2837
1333,2014,14,Charlotte Pass,1898
1334,2014,15,Charlotte Pass,995
1335,2015,1,Charlotte Pass,892
1336,2015,2,Charlotte Pass,405
1337,2015,3,Charlotte Pass,501
1338,2015,4,Charlotte Pass,1303
1339,2015,5,Charlotte Pass,2645
1340,2015,6,Charlotte Pass,3211
1341,2015,7,Charlotte Pass,2996
1342,2015,8,Charlotte Pass,2661
1343,2015,9,Charlotte Pass,3148
1344,2015,10,Charlotte Pass,3473
1345,2015,11,Charlotte Pass,3719
1346,2015,12,Charlotte Pass,3358
1347,2015,13,Charlotte Pass,2909
1348,2015,14,Charlotte Pass,2403
1349,2015,15,Charlotte Pass,1492
1350,2016,1,Charlotte Pass,531
1351,2016,2,Charlotte Pass,301
1352,2016,3,Charlotte Pass,1096
1353,2016,4,Charlotte Pass,2705
1354,2016,5,Charlotte Pass,3570
1355,2016,6,Charlotte Pass,3316
1356,2016,7,Charlotte Pass,2689
1357,2016,8,Charlotte Pass,3038
1358,2016,9,Charlotte Pass,3384
1359,2016,10,Charlotte Pass,3549
1360,2016,11,Charlotte Pass,3259
1361,2016,12,Charlotte Pass,2951
1362,2016,13,Charlotte Pass,2070
1363,2016,14,Charlotte Pass,1385
1364,2016,15,Charlotte Pass,979
1365,2017,1,Charlotte Pass,1030
1366,2017,2,Charlotte Pass,478
1367,2017,3,Charlotte Pass,842
1368,2017,4,Charlotte Pass,1923
1369,2017,5,Charlotte Pass,3523
1370,2017,6,Charlotte Pass,4189
1371,2017,7,Charlotte Pass,3031
1372,2017,8,Charlotte Pass,2928
1373,2017,9,Charlotte Pass,3290
1374,2017,10,Charlotte Pass,4046
1375,2017,11,Charlotte Pass,3873
1376,2017,12,Charlotte Pass,3634
1377,2017,13,Charlotte Pass,2853
1378,2017,14,Charlotte Pass,2669
1379,2017,15,Charlotte Pass,1941
1380,2018,1,Charlotte Pass,825
1381,2018,2,Charlotte Pass,630
1382,2018,3,Charlotte Pass,1264
1383,2018,4,Charlotte Pass,2062
1384,2018,5,Charlotte Pass,3902
1385,2018,6,Charlotte Pass,5033
1386,2018,7,Charlotte Pass,3344
1387,2018,8,Charlotte Pass,3031
1388,2018,9,Charlotte Pass,3522
1389,2018,10,Charlotte Pass,3849
1390,2018,11,Charlotte Pass,3867
1391,2018,12,Charlotte Pass,3839
1392,2018,13,Charlotte Pass,2943
1393,2018,14,Charlotte Pass,2542
1394,2018,15,Charlotte Pass,1688
1395,2019,1,Charlotte Pass,1385
1396,2019,2,Charlotte Pass,700
1397,2019,3,Charlotte Pass,992
1398,2019,4,Charlotte Pass,1904
1399,2019,5,Charlotte Pass,3584
1400,2019,6,Charlotte Pass,3998
1401,2019,7,Charlotte Pass,3377
1402,2019,8,Charlotte Pass,3318
1403,2019,9,Charlotte Pass,3449
1404,2019,10,Charlotte Pass,3258
1405,2019,11,Charlotte Pass,4333
1406,2019,12,Charlotte Pass,3980
1407,2019,13,Charlotte Pass,3238
1408,2019,14,Charlotte Pass,2733
1409,2019,15,Charlotte Pass,2018
1410,2020,1,Charlotte Pass,161
1411,2020,2,Charlotte Pass,122
1412,2020,3,Charlotte Pass,133
1413,2020,4,Charlotte Pass,379
1414,2020,5,Charlotte Pass,457
1415,2020,6,Charlotte Pass,765
1416,2020,7,Charlotte Pass,422
1417,2020,8,Charlotte Pass,286
1418,2020,9,Charlotte Pass,292
1419,2020,10,Charlotte Pass,176
1420,2020,11,Charlotte Pass,0
1421,2020,12,Charlotte Pass,0
1422,2020,13,Charlotte Pass,0
1423,2020,14,Charlotte Pass,0
1424,2020,15,Charlotte Pass,0
1425,2021,1,Charlotte Pass,323
1426,2021,2,Charlotte Pass,597
1427,2021,3,Charlotte Pass,1307
1428,2021,4,Charlotte Pass,2355
1429,2021,5,Charlotte Pass,3029
1430,2021,6,Charlotte Pass,1219
1431,2021,7,Charlotte Pass,468
1432,2021,8,Charlotte Pass,1653
1433,2021,9,Charlotte Pass,1388
1434,2021,10,Charlotte Pass,1036
1435,2021,11,Charlotte Pass,1046
1436,2021,12,Charlotte Pass,424
1437,2021,13,Charlotte Pass,329
1438,2021,14,Charlotte Pass,286
1439,2021,15,Charlotte Pass,504
1440,2022,1,Charlotte Pass,2109
1441,2022,2,Charlotte Pass,2110
1442,2022,3,Charlotte Pass,2385
1443,2022,4,Charlotte Pass,3705
1444,2022,5,Charlotte Pass,4232
1445,2022,6,Charlotte Pass,3615
1446,2022,7,Charlotte Pass,3723
1447,2022,8,Charlotte Pass,3536
1448,2022,9,Charlotte Pass,3441
1449,2022,10,Charlotte Pass,3634
1450,2022,11,Charlotte Pass,3603
1451,2022,12,Charlotte Pass,3644
1452,2022,13,Charlotte Pass,2794
1453,2022,14,Charlotte Pass,2038
1454,2022,15,Charlotte Pass,1829
1455,2023,1,Charlotte Pass,605
1456,2023,2,Charlotte Pass,741
1457,2023,3,Charlotte Pass,1607
1458,2023,4,Charlotte Pass,3258
1459,2023,5,Charlotte Pass,3688
1460,2023,6,Charlotte Pass,3573
1461,2023,7,Charlotte Pass,3165
1462,2023,8,Charlotte Pass,3090
1463,2023,9,Charlotte Pass,2884
1464,2023,10,Charlotte Pass,2901
1465,2023,11,Charlotte Pass,2949
1466,2023,12,Charlotte Pass,2480
1467,2023,13,Charlotte Pass,1650
1468,2023,14,Charlotte Pass,1037
1469,2023,15,Charlotte Pass,705
1470,2024,1,Charlotte Pass,392
1471,2024,2,Charlotte Pass,505
1472,2024,3,Charlotte Pass,677
1473,2024,4,Charlotte Pass,1460
1474,2024,5,Charlotte Pass,3268
1475,2024,6,Charlotte Pass,3602
1476,2024,7,Charlotte Pass,3271
1477,2024,8,Charlotte Pass,3164
1478,2024,9,Charlotte Pass,3457
1479,2024,10,Charlotte Pass,3084
1480,2024,11,Charlotte Pass,2667
1481,2024,12,Charlotte Pass,2392
1482,2024,13,Charlotte Pass,1323
1483,2024,14,Charlotte Pass,454
1484,2024,15,Charlotte Pass,294
